Molecular Formula,SMILES,XLogP,Molecular Weight,Hydrogen Bond Donors,Hydrogen Bond Acceptors,Element Count,Topological Polar Surface Area,Rotatable Bonds Count,Lipinski_Violations,Ghose_Violations,Veber_Violations,Lipinski_Pass,Ghose_Pass,Veber_Pass,Sweet_Spot_Pass,All_Rules_Pass
C6H12O6,O1[C@@](O)([C@@H](O)[C@@H]([C@H]1CO)O)CO,-1.74,180.063388,5,6,24,110.38,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C16H10N2O2,O=C1/C(/Nc2c1cccc2)=C/3\Nc4ccccc4C3=O,4.108,262.074228,2,4,30,58.2,0,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C15H21NO6,O=C(O)[C@H]1NC[C@@H]([C@@H]1CC(=O)O)/C(=C\C=C\[C@H](C(=O)O)C)/C,-0.002,311.136887,4,7,43,123.93,12,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C12H22O11,O1[C@H](O[C@@]2(O[C@H](CO)[C@H]([C@@H]2O)O)CO)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,-3.277,342.116212,8,11,45,189.53,13,2,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
O2S,S(=O)=O,-0.543,63.9619,0,2,3,34.14,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C13H10N2O4,O=C1NC(=O)CCC1N2C(=O)c3ccccc3C2=O,0.257,258.064057,1,6,29,83.55,1,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
CH2O3,O=C(O)O,-0.23,62.000394,2,3,6,57.53,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H15O15P3,P(=O)(O[C@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]([C@@H]1O)OP(=O)(O)O)(O)O,-7.29,419.96238,9,15,39,290.4,15,2,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C4H12N2,NCCCCN,-0.626,88.100048,2,2,18,52.04,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H14N2,NCCCCCN,-0.268,102.115698,2,2,21,52.04,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H4N4O2,Oc1nc(O)c2[nH]cnc2n1,0.825,152.033425,3,3,15,94.92,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C27H44O,O[C@@H]1CC2=CC=C3[C@H]4[C@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,9.515,384.339216,1,1,72,20.23,11,1,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C3H7NO2S,SCC(N)C(=O)O,-2.575,121.019749,2,3,14,102.12,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C3H7NO2S,SC[C@H](N)C(=O)O,-2.575,121.019749,2,3,14,102.12,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
CNNa,[Na+].N#[C-],-0.566,48.992843,0,1,3,23.79,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H17NO5,O=C(NCCC(=O)O)C(O)C(CO)(C)C,-1.343,219.110673,4,6,32,106.86,11,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C9H17NO5,O=C(NCCC(=O)O)[C@H](O)C(CO)(C)C,-1.343,219.110673,4,6,32,106.86,11,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C9H17NO5,O=C(NCCC(=O)O)[C@@H](O)C(CO)(C)C,-1.343,219.110673,4,6,32,106.86,11,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C20H30O,OC/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,6.158,286.229666,1,1,51,20.23,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C19H19N7O6,O=c1[nH]c(nc2c1nc(cn2)CNc3ccc(C(=O)N[C@H](C(=O)O)CCC(=O)O)cc3)N,-3.096,441.139681,6,11,51,213.28,12,2,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C10H16N2O3S,S1[C@H]([C@H]2NC(=O)N[C@H]2C1)CCCCC(=O)O,0.463,244.088163,3,5,32,103.73,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C12H25NaO4S,S(=O)(=O)(OCCCCCCCCCCCC)[O-].[Na+],4.106,288.137125,0,4,43,74.81,14,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C6H8O7,O=C(O)C(O)(CC(=O)O)CC(=O)O,-2.247,192.027003,4,7,21,132.13,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C60,C12=C3C=4C=5C=6C7=C8C9=C%10C%11=C7C5C%12=C%13C4C1=C%14C=%15C%16=C%17C%18=C%19C%20=C%16C%14=C%13C%21=C%20C%22=C(C%11=C%12%21)C%10=C%23C%24=C9C=%25C8=C%26C6C3=C%27C%26=C%28C%25C=%29C=%30C%28=C%31C%27=C2C%15C%31=C%17C%30C%18=C(C%29%24)C%23=C%19%22,13.44,720.0,0,0,60,,0,2,2,0,❌ Fail,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C3H5NO,O=C(N)C=C,-0.516,71.037114,1,2,10,43.09,1,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H14O6,O[C@H]([C@@H](O)[C@H](O)CO)C(O)CO,-3.896,182.079038,6,6,26,121.38,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C6H12O6,O1[C@H](O)[C@H](O)[C@@H](O)[C@H]([C@H]1CO)O,-1.697,180.063388,5,6,24,110.38,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
ClH4NO4,Cl(=O)(=O)(=O)[O-].[NH4+],-0.685,116.982885,1,4,10,74.27,1,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
ClHO4,Cl(=O)(=O)(=O)O,-0.685,99.956336,1,4,6,71.44,1,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2HgN2O2,[Hg](C#[N+][O-])C#[N+][O-],0.47,285.96662,0,0,7,54.84,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H12O4,OCC(CO)(CO)CO,-2.422,136.073559,4,4,21,80.92,8,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C7H5N5O8,O=[N+]([O-])N(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])C,1.319,287.013812,0,1,25,175.8,10,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C4H8N8O8,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN(C1)[N+](=O)[O-],0.932,296.046509,0,4,28,185.52,8,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C18H27NO3,O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,4.316,305.199094,2,2,49,58.56,13,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C8H16O2,O=C(O)C(CCC)CCC,2.742,144.11503,1,2,26,37.3,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
HNaO,[Na]O,-0.467,39.992509,1,1,3,20.23,1,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C11H12N2O2,O=C(O)[C@@H](N)Cc1c2c(cccc2)[nH]c1,-1.271,204.089878,3,3,27,79.11,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H12N2O3,O=C(O)CCC(=O)NN(C)C,-1.139,160.084792,2,5,23,69.64,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H6N2O2,O=c1[nH]c(=O)c(C)c[nH]1,0.047,126.042927,2,0,15,65.72,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
H2,[H][H],0.0,2.01565,0,0,2,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C13H9N,n1c2c(cc3c1cccc3)cccc2,3.48,179.073499,0,1,23,12.89,0,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C5H11NO2S,S(CCC(N)C(=O)O)C,-1.853,149.05105,2,3,20,88.62,7,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C34H47NO11,O=C(O[C@H]1[C@@]2(O)[C@@H](OC)[C@H](O)[C@]3([C@@H]1[C@H]([C@]45[C@@H](OC)C[C@@H](O)[C@@]6([C@H]4[C@H]([C@H]3C5N(C6)CC)OC)COC)C2)OC(=O)C)c7ccccc7,0.491,645.314911,3,12,93,153.45,20,2,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C33H45NO11,O=C(OC1[C@@]2(O)[C@@H](OC)[C@H](O)[C@]3([C@@H]1[C@H]([C@]45[C@@H](OC)C[C@@H](O)[C@@]6(C4[C@H]([C@@H]3[C@H]5N(C6)C)OC)COC)C2)OC(=O)C)c7ccccc7,0.068,631.299261,3,12,90,153.45,19,2,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C10H10Fe,[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,4.518,186.013188,0,0,21,0.0,0,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C5H6,C=1C=CCC1,2.074,66.04695,0,0,11,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H30O2,O1c2c(c(O)cc(c2)CCCCC)[C@@H]3C=C(C)CC[C@H]3C1(C)C,6.475,314.22458,1,0,53,29.46,9,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H7NO3S,S(=O)(=O)(O)CCN,-1.678,125.014664,2,4,14,88.77,4,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H10O4,O=CC[C@H](O)[C@H](O)CO,-1.889,134.057909,3,4,19,77.76,7,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H10O5,O=C[C@H](O)[C@H](O)[C@H](O)CO,-2.653,150.052823,4,5,20,97.99,8,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H8NNaO4,[Na+].O=C([O-])[C@@H](N)CCC(=O)O,-3.83,169.035102,2,5,19,103.45,7,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C12H21N3O3,O=C(NCCCC[C@H](N)C(=O)O)[C@@H]1N=CC[C@H]1C,-2.529,255.158292,3,6,39,104.78,10,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
ClH2NO3,Cl.O=[N+](O)[O-],0.37,98.972321,1,0,7,63.37,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C7H8N4O2,O=c1n(c(=O)c2[nH]cnc2n1C)C,1.677,180.064725,1,1,21,72.68,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C3H7NO2,O=C(O)[C@@H](N)C,-2.824,89.047678,2,3,13,63.32,4,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C3H7NO2,O=C(O)C(N)C,-2.824,89.047678,2,3,13,63.32,4,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H7NO4,O=C(O)C(N)CC(=O)O,-3.707,133.037508,3,5,16,100.62,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H9NO4,O=C(O)C(N)CCC(=O)O,-3.349,147.053158,3,5,19,100.62,7,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H9N3O2,O=C(O)[C@@H](N)Cc1nc[nH]c1,-3.115,155.069477,3,4,20,92.0,5,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H13NO2,O=C(O)[C@@H](N)[C@H](CC)C,-1.6,131.094629,2,3,22,63.32,7,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H14N2O2,O=C(O)C(N)CCCCN,-2.949,146.105528,3,4,24,89.34,8,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H13NO2,O=C(O)[C@@H](N)CC(C)C,-1.389,131.094629,2,3,22,63.32,7,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H8N2O3,O=C(O)[C@@H](N)CC(=O)N,-4.435,132.053492,3,5,17,106.41,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H10N2O3,O=C(O)C(N)CCC(=O)N,-4.077,146.069142,3,5,20,106.41,6,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H14N4O2,O=C(O)C(N)CCCNC(=N)N,-2.924,174.111676,5,6,26,125.22,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C3H7NO3,O=C(O)[C@@H](N)CO,-3.956,105.042593,3,4,14,83.55,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H9NO3,O=C(O)[C@@H](N)[C@H](O)C,-3.496,119.058243,3,4,17,83.55,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H11NO2,O=C(O)[C@@H](N)C(C)C,-2.169,117.078979,2,3,19,63.32,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C11H14N2,[nH]1c2c(cccc2)c(c1)CC(N)C,1.87,174.115698,2,1,27,41.81,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
CH2O,O=C,0.021,30.010565,0,1,4,17.07,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H3N,N#CC,0.031,41.026549,0,1,6,23.79,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
KNO3,[K+].O=[N+]([O-])[O-],-0.019,100.951525,0,0,5,66.2,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
BH3O3,OB(O)O,-1.401,62.017524,3,3,7,60.69,3,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
B4H20Na2O17,[Na+].[Na+].O1B2OB([O-])OB1OB(O2)[O-].O.O.O.O.O.O.O.O.O.O,-5.184,382.086809,10,17,43,92.27,2,2,1,0,❌ Fail,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H7N3O,Oc1nc(N)n(c1)C,0.018,113.058912,2,2,15,64.07,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H3N3O7,O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc(c1)[N+](=O)[O-],3.008,228.997099,1,0,19,149.65,7,0,1,1,✅ Pass,❌ Fail,❌ Fail,✅ Pass,❌ Fail
Cl,[Cl-],0.512,34.968853,0,0,1,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
CH2O2,O=CO,-0.316,46.005479,1,2,5,37.3,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
O4Os,[Os](=O)(=O)(=O)=O,-1.596,255.941139,0,4,5,68.28,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H10FO2P,P(F)(=O)(OC(C)C)C,0.992,140.040244,0,2,18,36.11,6,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H30O2,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)C)CC4)(C)CC3)CC2)(C)CC1,4.826,314.22458,0,2,53,34.14,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C10H15NO,O[C@@H](c1ccccc1)[C@@H](NC)C,1.388,165.115364,2,2,27,32.26,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C33H36N4O6,O=C1N/C(=C/c2[nH]c(Cc3[nH]c(/C=C\4/NC(=O)C(=C4C=C)C)c(c3CCC(=O)O)C)c(c2C)CCC(=O)O)/C(=C1C=C)C,2.167,584.263485,6,8,79,164.38,18,2,2,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C33H36N4O6,O=C1N/C(=C\c2[nH]c(Cc3[nH]c(/C=C/4\NC(=O)C(=C4C=C)C)c(c3CCC(=O)O)C)c(c2C)CCC(=O)O)/C(=C1C=C)C,2.167,584.263485,6,8,79,164.38,18,2,2,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
H4N,[NH4+],0.0,18.034374,1,0,5,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C8H8O,O=C(c1ccccc1)C,1.899,120.057515,0,1,17,17.07,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
H4N2,NN,-2.164,32.037448,2,2,6,52.04,1,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H9NO3,O=C1C(=O)C=C2C(O)CN(C2=C1)C,-0.537,179.058243,1,4,22,57.61,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C8H12N4O5,O=C(N)c1nn([C@@H]2O[C@H](CO)[C@H]([C@H]2O)O)cn1,-2.433,244.080769,4,8,29,143.72,6,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C2H3NO,O=C=NC,1.72,57.021464,0,2,7,29.43,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C4H6O6,O=C(O)C(O)C(O)C(=O)O,-2.238,150.016438,4,6,16,115.06,7,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
ClNa,[Cl-].[Na+],0.512,57.958622,0,0,2,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H36N7O16P3S,SCCNC(=O)CCNC(=O)C(O)C(COP(=O)(OP(=O)(OC[C@H]1O[C@@H](n2c3ncnc(c3nc2)N)[C@@H]([C@@H]1OP(=O)(O)O)O)O)O)(C)C,-5.825,767.115209,9,22,84,414.79,28,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C8H15NOS2,S1SCC[C@H]1CCCCC(=O)N,1.344,205.059506,1,2,27,93.69,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C10H17N3O6S,SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,-4.23,307.083806,5,9,37,197.62,13,0,1,2,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C2H3O,O=[C]C,1.941,43.01839,0,1,6,17.07,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C8H14O2S2,S1SCC[C@H]1CCCCC(=O)O,2.072,206.043522,1,2,26,87.9,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C3H4O3,O=C(O)C(=O)C,-0.426,88.016044,1,3,10,54.37,3,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H6O3,O=C(O)CC(=O)C,-0.034,102.031694,1,3,13,54.37,4,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
CHCl3,ClC(Cl)Cl,2.074,117.914383,0,0,5,0.0,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C8H9NO2,O=C(Nc1ccc(O)cc1)C,0.87,151.063329,2,2,20,49.33,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
O4S,S(=O)(=O)([O-])[O-],-1.764,95.951729,0,4,5,88.64,2,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C15H24O,Oc1c(cc(C)cc1C(C)(C)C)C(C)(C)C,5.265,220.182715,1,0,40,20.23,10,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C22H32O4,O(c1c(cc(O)cc1)C(C)(C)C)C.O(c1cc(c(O)cc1)C(C)(C)C)C,6.274,360.23006,2,0,58,58.92,14,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C9H13N3O5,O=c1nc(N)ccn1[C@@H]2O[C@H](CO)[C@H]([C@H]2O)O,-0.985,243.085521,4,6,30,130.83,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H13N3O4,O=c1nc(N)ccn1[C@@H]2O[C@H](CO)[C@H](C2)O,-0.384,227.090606,3,5,29,110.6,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C10H13N5O4,O=c1nc([nH]c2c1ncn2[C@@H]3O[C@H](CO)[C@H](C3)O)N,0.442,267.096754,4,6,32,139.28,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C9H12N2O6,O=c1n(ccc([nH]1)=O)[C@@H]2O[C@H](CO)[C@H]([C@H]2O)O,-1.421,244.069536,4,4,29,124.78,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C10H13N5O4,O1[C@@H](n2c3ncnc(c3nc2)N)[C@H](O)[C@@H]([C@H]1CO)O,-1.417,267.096754,4,8,32,139.54,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C10H13N5O3,O1[C@@H](n2c3ncnc(c3nc2)N)C[C@@H]([C@H]1CO)O,-0.816,251.101839,3,7,31,119.31,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C10H12N4O5,O=c1nc[nH]c2c1ncn2[C@@H]3O[C@H](CO)[C@H]([C@H]3O)O,-0.07,268.080769,4,6,31,133.49,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C5H4N4O,O=c1nc[nH]c2c1[nH]cn2,1.439,136.038511,2,2,14,74.43,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C9H12N2O5,O=c1n(ccc([nH]1)=O)[C@@H]2O[C@H](CO)[C@H](C2)O,-0.82,228.074621,3,3,28,104.55,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H4O,O=CC,0.334,44.026215,0,1,7,17.07,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C10H14N2O5,O=c1n(cc(C)c([nH]1)=O)[C@@H]2O[C@H](CO)[C@H](C2)O,-0.594,242.090272,3,3,31,104.55,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
CH3,[CH3],0.211,15.023475,0,0,4,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C10H15N5O10P2,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](n2c3ncnc(c3nc2)N)[C@@H]([C@@H]1O)O)O,-4.304,427.029415,6,14,42,252.22,12,2,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C10H14N5O7P,P(=O)(OC[C@H]1O[C@@H](n2c3ncnc(c3nc2)N)[C@@H]([C@@H]1O)O)(O)O,-3.075,347.063084,5,11,37,195.88,9,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C5H7N3O,O=c1ncc(C)c([nH]1)N,0.483,125.058912,2,2,16,71.77,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H12N2O2,O=C(O)[C@@H](N)CCCN,-3.307,132.089878,3,4,21,89.34,7,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H13N3O3,O=C(NCCCC(N)C(=O)O)N,-3.909,175.095691,4,6,25,118.44,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
H4N2O3,O=[N+]([O-])[O-].[NH4+],-0.019,80.022192,1,0,9,66.2,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H6O4,O=C(O)CCC(=O)O,-0.71,118.026609,2,4,14,74.6,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H8,C(C=C)(=C)C,2.348,68.0626,0,0,13,0.0,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C59H90O4,O=C1C(OC)=C(OC)C(=O)C(=C1C/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C)\C)C,18.454,862.683911,0,4,153,52.6,45,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C16H14O6,O1c2c(O)c(O)ccc2C3c4cc(O)c(cc4C[C@@]3(C1)O)O,1.407,302.079038,5,1,36,110.38,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C10H8,c12c(cccc1)cccc2,3.288,128.0626,0,0,18,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C14H18N4O3,O(c1c(OC)cc(Cc2c(nc(N)nc2)N)cc1OC)C,0.783,290.13789,2,4,39,105.51,10,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C6H12N2O4S2,S(SCC(N)C(=O)O)CC(N)C(=O)O,-3.312,240.023849,4,6,26,177.24,11,0,1,2,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C22H37NO2,O=C(NCCO)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,7.43,347.282429,2,3,62,49.33,18,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C4H9NO2S,SCCC(N)C(=O)O,-2.217,135.0354,2,3,17,102.12,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
O7P2,P(=O)(OP(=O)([O-])[O-])([O-])[O-],-3.476,173.911926,0,7,9,155.23,6,0,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C6H14,C(CCC)CC,3.754,86.10955,0,0,20,0.0,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C8H20Pb,[Pb](CC)(CC)(CC)CC,3.544,324.133153,0,0,29,0.0,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C5H11N2O2P,P(=O)(OCC)(N(C)C)C#N,-0.512,162.055814,0,4,21,63.14,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
